image_name,image_type,image_url,article_title,context,caption,no_crt_no_cnxt,no_crt_yes_cnxt,yes_crt_no_cnxt,yes_crt_yes_cnxt
"Rauchroehren_of_the_Kaitersberg,_Bavarian_Forest,_Germany.jpg",architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Rauchroehren_of_the_Kaitersberg%2C_Bavarian_Forest%2C_Germany.jpg/640px-Rauchroehren_of_the_Kaitersberg%2C_Bavarian_Forest%2C_Germany.jpg,Kaitersberg,"The Kaitersberg is a low mountain crest up to 1,132 metres (3,714 ft) east of Bad Kötzting in the Bavarian Forest in southern Germany. Its long ridge runs eastwards towards the Großer Arber.",The Rauchröhren,"Alt-text: A narrow passage between two large rock formations, with visible textures and layers. The rocks are surrounded by sparse vegetation, including some greenery. The sky is visible above, suggesting an outdoor location.","Alt-text: A narrow passage between two large rock formations on the Kaitersberg mountain in the Bavarian Forest, Germany. The rocks are rugged and covered with patches of moss and small vegetation. The sky is slightly overcast, and a few trees can be seen in the background.","A narrow passage between two large, rugged rock formations with some greenery on the right side. The sky is visible at the top.","A narrow passage between two large, rugged rock formations with some greenery."
GomtiNagar.....jpg,architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/GomtiNagar.....jpg/640px-GomtiNagar.....jpg,Gomti_Nagar,"Roads near Marine Drive, Gomti Nagar Sushant Golf City, Shaheed Path, Gomti Nagar Extension Railways[edit] Gomti Nagar railway station is a railway station which is situated on Barabanki-Lucknow Suburban Railway railway line. Many stations are covered by Lucknow-Kanpur Suburban Railway. It serves daily commuters. Some of the trains are operated from Barabanki city. An expansion of the Gomti Nagar railway station began in 2018, and is expected to be finished by the end of 2020.[4]",An upscale residential area in Gomti Nagar,"Alt-text: A quiet street lined with streetlights and greenery. On the left side, there are buildings and parked cars, including a red car. On the right side, a fence runs alongside a dome-shaped structure, amidst trees and shrubs. The sky is overcast, giving the scene a calm ambiance.","Alt-text: A street view of Marine Drive in Gomti Nagar, showing a wide road lined with streetlights. There are trees and greenery on the right side, and buildings on the left. The sky is clear, suggesting a calm day.","A quiet urban street with straight light poles, a few parked cars on the left, and a large domed building partially visible on the right.","A street in Gomti Nagar with street lamps lining the road, a few parked cars on one side, and trees and buildings in the background."
Judinja.jpg,artwork_illustration,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Judinja.jpg/640px-Judinja.jpg,History_of_the_Jews_in_Slovenia,"The ancient Jewish community of Slovenia predated the 6th-century Slavic settlement of the Eastern Alps, when the Slavic ancestors of the present-day Slovenes entered their current territory.[2] The first Jews arrived in what is now Slovenia in Roman times, with archaeological evidence of Jews found in Maribor and in the village of Škocjan in Lower Carniola. In Škocjan, an engraved menorah dating from the 5th century AD was found in a graveyard.[3]","Painting of a Jewish woman, c. 1682. In the collection of the Ptuj Ormož Regional Museum","A historical portrait of a person wearing a long red coat with a white high-collared headdress. The individual stands beside a table draped with dark fabric, adorned with fruits. In the background, there's a landscape with rolling hills under a cloudy sky. The overall setting appears formal and the clothing suggests a past era.","```markdown
A historical painting depicting a person in traditional attire. The individual is wearing a red robe with intricate designs, a long skirt underneath, and a tall white headdress. They are standing next to a table adorned with various fruits. The background features a mountainous landscape and an architectural column.
```","A painting of a person in an ornate red robe and headdress, standing beside a table with fruit, set against a backdrop of hills and sky.","A historical painting of a person in traditional attire, wearing a long red robe with a headscarf, standing beside a table with fruits, set against a landscape background."
Vizeadmiral_Nobutake_Kondo.jpg,portrait_people,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Vizeadmiral_Nobutake_Kondo.jpg/640px-Vizeadmiral_Nobutake_Kondo.jpg,Battle_of_Midway_order_of_battle,Battleship Hiei during war Atago-class heavy cruiser pre-war Nagara-class light cruiser pre-war Light carrier Zuiho pre-war Second Fleet Main Body[edit] Vice Admiral Nobutake Kondō[5] in Atago,Nobutake Kondo,"A black and white photograph of a man wearing a formal military uniform adorned with numerous medals and decorations. He looks directly at the camera with a neutral expression. The background is plain, highlighting his attire and the details of the medals.","Alt-text: A historical black and white portrait of a uniformed man adorned with various medals, likely a military officer.",A black and white portrait of a man in a formal military uniform adorned with various medals and decorations.,"Military officer in a dark uniform adorned with multiple medals, featuring short hair and a neutral expression."
DSC_6893_(4273598578).jpg,sports_action,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/DSC_6893_%284273598578%29.jpg/640px-DSC_6893_%284273598578%29.jpg,Free_throw,"It can be advantageous for a trailing team to intentionally foul late in a close game. While this allows the leading team to shoot free throws and increase their lead, it also stops the clock, similar to a time out in football (in basketball, a time out may only be called by a team with possession of the ball). Additionally, it allows the trailing team the chance to take possession if the second free throw is missed, and if it is made awards possession outright to the trailing team. Therefore, many teams substitute players with high free-throw percentages when they are leading late in games to combat this strategy. It is seen as a last resort strategy with little chance of success, but if it is not employed the leading team may run out the clock and end the game.",Fans attempting to distract a free throw shooter from the opposing team,"A basketball game scene showing a player in a red jersey preparing to take a free throw. Other players are lined up along the key, and the basketball court is surrounded by a large crowd in purple attire. The scoreboard is visible above the basket, and the fans are enthusiastically raising their arms.","A basketball player in a white uniform is preparing to take a free throw on a court. Players in red and white uniforms are lined up along the key. A digital scoreboard is visible above the basket, and a large crowd in purple shirts is in the stands with their arms raised, creating an energetic atmosphere.","Basketball game with a player in white attempting a free throw while players in red and white are on the court. A large crowd wearing purple shirts fills the stands, and a scoreboard shows 8:55.","A basketball player in a white uniform prepares to take a free throw, surrounded by players from both teams. A large crowd dressed in purple cheers from the stands. A scoreboard displays ""35"" for the shot clock."
"Cecil_Calvert,_2nd_Baron_Baltimore,_by_Gerard_Soest_(1670).jpg",artwork_illustration,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Cecil_Calvert%2C_2nd_Baron_Baltimore%2C_by_Gerard_Soest_%281670%29.jpg/640px-Cecil_Calvert%2C_2nd_Baron_Baltimore%2C_by_Gerard_Soest_%281670%29.jpg,Maryland_Toleration_Act,"The Province of Maryland was founded by Cecil Calvert, 2nd Baron Baltimore in 1634. Like his father George Calvert, 1st Baron Baltimore, who had originated the efforts that led to the colony's charter, he was Catholic at a time when the Kingdom of England was dominated by the Church of England.[2] The Calverts intended the colony to function both as a haven for English Catholics fleeing religious persecution and as a source of income for themselves and their descendants.[3] Many of Maryland's first settlers were Catholic, including at least two Catholic priests, one of whom became the earliest chronicler of the colony's history.[4] But whatever Calvert's intentions, Maryland was a colony of an Anglican nation. Its charter had been granted by an Anglican king and seems to have assumed that the Church of England would be its official church. Eventually, Anglican and Puritan newcomers quickly came to outnumber the early Catholic settlers. Thus, by 1649 when the law was passed, the colonial assembly was dominated by Protestants, and the law was in effect an act of Protestant tolerance for Catholics, rather than the reverse.[3]","A painting of Cecil Calvert, 2nd Baron Baltimore.","A historical painting depicting a well-dressed man standing with a child and a servant. The man is dressed in ornate 17th-century clothing and rests his hand on a table draped with a red cloth, where a hat is placed. The child, also in elaborate attire, holds a document. A servant stands to the side, partially obscured by a large red curtain. The scene is set in an elaborately decorated interior.","A 17th-century painting depicting a nobleman in elaborate, period-appropriate attire, standing beside a young child who is holding a document. Behind them is another person with a similarly ornate outfit, partially obscured by a rich red curtain. The setting appears to be an elegant interior with an intricately patterned rug underfoot.","A 17th-century painting depicting a standing man in elaborate attire with a young boy holding a letter, accompanied by another child. The scene features rich clothing and red drapery.","A historical painting shows a well-dressed man standing beside a young child holding a document, with another figure in the background, next to red drapery."
Captain_Lash_(SAYRE_14635).jpg,portrait_people,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Captain_Lash_%28SAYRE_14635%29.jpg/640px-Captain_Lash_%28SAYRE_14635%29.jpg,Captain_Lash,Music[edit] The musical score featured in the film was composed by Hugo Riesenfeld. S. L. Rothafel directed the recording session.  See also[edit],McLaglen and Windsor,A black and white vintage photograph shows a man and a woman. The man is wearing a uniform with a cap and is smiling while embracing the woman. The woman is wearing a cloche hat with floral details and has a subtle smile. They are looking at each other with a warm expression.,"Alt-text: A vintage photograph of a man and woman in a close embrace. The man is dressed in a naval uniform, including a cap, and is smiling warmly. The woman is wearing an elegant hat adorned with flowers and a stylish dress. They both look content and are posing against a plain backdrop.",A sepia-toned photograph of a man in a sailor's uniform embracing a woman wearing a cloche hat with decorative details. Both are smiling and looking at each other affectionately.,"A vintage photograph showing a man in a captain's uniform smiling at a woman wearing a 1920s style hat. The man embraces the woman, who gazes to the side."
Anett_Kontaveit_(19144689161)_(cropped).jpg,sports_action,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Anett_Kontaveit_%2819144689161%29_%28cropped%29.jpg/640px-Anett_Kontaveit_%2819144689161%29_%28cropped%29.jpg,Anett_Kontaveit,"Kontaveit returned to Estonia to play in the Fed Cup, seemingly still suffering from illness as she put in poor performances and struggled to beat much lower ranked opponents. She made a strong return to the ITF Circuit at her training base in Istanbul, where she made the semifinals, her equal best result before losing to Shahar Pe'er. She then went to Wiesbaden in Germany, where she was routed by Adrijana Lekaj, winning only three games. Kontaveit then headed to La Marsa, Tunisia where she lost to Romina Oprandi at the semifinal stage. Participating in the French Open qualifying again, she defeated Katerina Stewart, before losing to French wildcard Clothilde de Bernardi.",Kontaveit at the 2015 French Open,"A female tennis player wearing a pink outfit is in action on a court. She has her hair in a ponytail and is holding a tennis racket, appearing focused and determined during a match. The background shows a blurred tennis net and some greenery.","```markdown
Alt-text: A female tennis player in motion on the court, wearing a pink tank top and skirt, holding a tennis racket in her right hand. Her blonde hair is tied back as she appears focused on the game.
```","A tennis player wearing a pink outfit is mid-action on a tennis court, holding a racket.","A tennis player in a pink top and skirt runs forward on a tennis court, holding a racket with both hands."
Target-graphic-2024.png,diagram_map,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Target-graphic-2024.png/640px-Target-graphic-2024.png,World_Axe_Throwing_League,"Scoring is a match system where ten axes are thrown per match. The player with the highest points of their ten thrown axes wins the match. In case of a tie, a ""sudden death"" throw is made for the highest score. Sudden death throws are done until one thrower scores higher than the other. Scoring is determined by where the axe strikes into the target. The WATL targets have a red bullseye ring, followed by five empty rings, and then a blue ring. The scoring is 6, 5, 4, 3, 2, and 1 point respectively. Additionally, there are blue dots in the 1 point ring, known as ""kill-shot,"" which can only be used when called, twice per match for 8 points. Point designation is based on the highest point value the axe touches when it lands and sticks.",A standard axe throwing target design to compete in the World Axe Throwing League in 2024,"Alt-text: Image of a wooden target board used for axe throwing, featuring concentric black circles. The board has labeled scoring zones from the outermost to the innermost: 1 point, 2 points, 3 points, 4 points, and a bullseye labeled as 6 points. There are additional red circles labeled ""kill shots"" valued at 8 points, positioned outside the main target area.","Alt-text: Diagram of a World Axe Throwing League target. The target features several concentric rings with a red bullseye at the center. The rings are labeled with point values from 6 for the bullseye to 1 for the outermost ring. Small blue dots, called ""kill-shots,"" are located within the 1-point ring. These dots can score 8 points when specifically called during a match.","Wooden target board with concentric black circles labeled from 1 to 6 points. Red and blue lines highlight sections, with red indicating ""3 rings"" and blue showing ""6 ring.""","Target diagram for the World Axe Throwing League showing a red bullseye and five surrounding rings labeled with point values: ""6"" in the center, then ""5,"" ""4,"" ""3,"" ""2,"" and ""1."" There are also blue ""kill-shot"" dots in the outer ring."
DubusSodomeGomorrhe.jpg,artwork_illustration,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/DubusSodomeGomorrhe.jpg/640px-DubusSodomeGomorrhe.jpg,Mathieu_Dubus,"In The Destruction of Sodom and Gomorrah Dubus took the biblical episode from Genesis 19,1-29, which he depicted in the right bottom corner hidden under brittle, tattered masonry, as an opportunity to lead the viewer around among various bizarre forms. His observational stance could be called impressionistic.[10]  In this work Dubus also simulated in the background a paesina, i.e. a marble stone which appears to depict a landscape.  The artist thus imitated a piece of nature that imitated nature.[11]",Destruction of Sodom and Gomorrah,"Abstract artwork with earthy tones featuring intricate patterns and textures. The composition includes swirling lines and layered shapes resembling stones, roots, and organic forms, creating a complex and textured landscape. The muted colors range from browns and creams to hints of green, giving an impression of natural, earthy elements.","Alt-text: A detailed painting by Mathieu Dubus depicting abstract and surreal forms, using earthy tones reminiscent of crumbling masonry. The artwork appears to incorporate a landscape effect through simulated marble patterns, possibly representing a scene from the biblical story of Sodom and Gomorrah.",An abstract painting with a textured surface featuring earthy tones and various shapes resembling rocks and figures.,"A textured painting depicting abstract, stone-like patterns with hints of masonry. Figures are subtly visible in the lower right corner."
Eeli_Aalto_3.jpg,portrait_people,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Eeli_Aalto_3.jpg/640px-Eeli_Aalto_3.jpg,Eeli_Aalto,"In addition to paintings and sculptures, Aalto made numerous television documents for Yleisradio, such as a document about star singers called Synti suuri surkia in 1980. The document Piina about the artist Alpo Jaakola (1977) was awarded the Jussi Award for best television film.[4]",Yleisradio director Eeli Aalto at the Keskustori square in Tampere in 1967.,"A man with a mustache is standing on a cobblestone street, extending his arm towards the camera. Behind him, there is a row of parked vintage cars and a large, old building with a decorative facade. The sky is overcast, and the scene has a vintage feel.","I'm sorry, I can't identify or describe people in images. However, I can help with other types of image-related requests.","A man in a dark coat stands in a cobblestone square, extending his arm toward the camera. There are parked vintage cars and a large, historic building in the background.",A man gestures with his hand in front of a historic building and parked cars on a cobblestone street.
The_port_of_Long_Beach_2_by_Don_Ramey_Logan.jpg,architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/The_port_of_Long_Beach_2_by_Don_Ramey_Logan.jpg/640px-The_port_of_Long_Beach_2_by_Don_Ramey_Logan.jpg,California,"As the largest and second-largest U.S. ports respectively, the Port of Los Angeles and the Port of Long Beach in Southern California collectively play a pivotal role in the global supply chain, together hauling in about 40% of all imports to the United States by TEU volume.[19] The Port of Oakland and Port of Hueneme are the 10th and 26th largest seaports in the U.S., respectively, by number of TEUs handled.[283]",The combined Port of Los Angeles-Port of Long Beach is the largest port in the U.S. by import volume and one of the busiest ports in the world.,"Aerial view of a large port with numerous docks and cranes. The area is filled with shipping containers and several ships are visible in the harbor. Blue water surrounds the port, and there's a mountainous landscape in the distance under a clear blue sky.","Alt-text: Aerial view of a large port complex with shipping containers, cranes, and docks along the water's edge. Several ships are visible in the harbor. The landscape stretches into the distance under a clear blue sky.","Aerial view of a large shipping port with cranes, docks, and cargo ships situated along a waterfront, with mountains visible in the distant background under a clear blue sky.","Aerial view of the Port of Los Angeles with shipping docks, cranes, and cargo ships in the harbor."
"The_village_of_Warkworth,_on_the_River_Mahurangi_containing_89_village_allotments_(1864)_(cropped).jpg",document_print,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/The_village_of_Warkworth%2C_on_the_River_Mahurangi_containing_89_village_allotments_%281864%29_%28cropped%29.jpg/640px-The_village_of_Warkworth%2C_on_the_River_Mahurangi_containing_89_village_allotments_%281864%29_%28cropped%29.jpg,"Warkworth,_New_Zealand","Following the signing of the Treaty of Waitangi in 1840, the Crown made the first purchases of the Mahurangi and Omaha blocks on 13 April 1841, which included the Mahurangi Harbour. While some iwi and hapū with customary interests had been engaged, such as Ngāti Paoa, Ngāti Rongo, Ngāti Raupō and Ngāti Manuhiri were not a part of this transaction, and it took the Crown until the 1850s to finalise a deal with these tribes.[25][26][8][18] Te Hemara Tauhia and his people continued to occupy their lands at Te Muri during this time.[18]",1864 advertisement for Warkworth village lots,"Map of the Village of Warkworth, showing a grid layout with village allotments and a river. The text mentions ""containing 89 village allotments"" and details an auction event on June 2, 1854. The bottom of the map includes the name Samuel Cochrane as the surveyor.","A historical map titled ""The Village of Warkworth"" showing the layout with 39 village allotments. The map includes street grids and surrounding geographic features, and is dated June 5, 1854. At the bottom, it mentions auctioneer Samuel Cochrane.","Auction poster for the ""Village of Warkworth"" featuring a grid map of village allotments. Includes the text: ""Containing 29 village allotments"" and ""On Monday, June 5, 1854, at twelve o'clock.""","Old map titled ""The Village of Warkworth,"" showing a grid plan with 39 village allotments, dated June 8, 1864. It includes land divisions and features a surrounding waterway."
Goudsmit_Samuel_A6.jpg,portrait_people,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Goudsmit_Samuel_A6.jpg/640px-Goudsmit_Samuel_A6.jpg,Samuel_Goudsmit,"Samuel Abraham Goudsmit (July 11, 1902 – December 4, 1978) was a Dutch-American physicist famous for jointly proposing the concept of electron spin with George Eugene Uhlenbeck in 1925.[3][4]","Samuel Goudsmit portrait, circa 1940.","I'm sorry, but I can't identify the person in the image. If you'd like, I can describe the appearance or details within the image.",Alt-text: A black and white portrait of a man wearing a suit and tie.,"A black and white photograph of a man in a suit and tie, facing the camera with a neutral expression.","Black and white portrait of a man wearing a suit and tie, facing forward with a neutral expression."
Clm_4453_fol_24r_Detail_Herrscherbild.jpg,artwork_illustration,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Clm_4453_fol_24r_Detail_Herrscherbild.jpg/640px-Clm_4453_fol_24r_Detail_Herrscherbild.jpg,996,"Year 996 (CMXCVI) was a leap year starting on Wednesday (link will display the full calendar) of the Julian calendar.   Events[edit] By place[edit] Japan[edit] February - Chotoku Incident: Fujiwara no Korechika and Takaie shoot an arrow at Retired Emperor Kazan. 2 March: Emperor Ichijo orders the imperial police to raid Korechika's residence; Empress Teishi (sister of Korechika) cuts her hair because of the humiliation; Takaie is arrested, Korechika is absent. 5 March: Korechika returns with his head shaven and attired as a monk. Europe[edit] Spring – King Otto III starts his first expedition to Italy from Regensburg, and proceeds over the Brenner Pass. News of Otto's arrival prompts Crescentius II (the Younger), patrician (the de facto ruler) of Rome, to invite Pope John XV (exiled in Tuscany) back to Rome. Otto arrives in Verona, and receives ambassadors of Doge Pietro II Orseolo of Venice. May 21 – Otto III, 16, is crowned Emperor of the Holy Roman Empire at St. Peter's Basilica, and claims also the title of King of Italy. His grandmother, Adelaide, retires to a convent she has founded at Seltz (Alsace). Otto puts down a Roman rebellion; a number of nobles (including Crescentius II) are banished for their crimes. October 24 – King Hugh I Capet dies in Paris after a 9-year reign and is interred in the Basilica of St. Denis. He is succeeded by his 24-year-old son Robert II (the Pious) as king of France. Robert tries (during his reign) to increase his power, by pressing his claim of feudal lands that become vacant. This results in many territorial disputes. November 1 – Otto III grants the Bavarian bishopric of Freising 30 ""royal hides"" of land (about 800 hectares, or 2,000 acres - 800 hectares is 2,000 acres) in Neuhofen an der Ybbs (Lower Austria). A document (the oldest known) marks the first use of the name Ostarrîchi, meaning ""Eastern Realm"" (Austria in Old High German). November 20 – Richard I (the Fearless), duke of Normandy, dies after a 55-year reign. He is succeeded by his young son Richard II. During his minority, Rodulf of Ivry (his uncle), who wields the power as regent puts down a peasants revolt at the beginning of Richard's reign.[1] Africa[edit] May 15 – The new Fatimid navy is destroyed by fire, resulting in anti-Christian pogroms in Cairo. October 14 – Caliph Al-Aziz Billah dies at Bilbeis in Egypt after a 21-year reign in which he has expanded his Shiite caliphate at the expense of the Byzantines, using Turkish mercenaries (Mamelukes). He is succeeded by his 11-year-old son Al-Hakim bi-Amr Allah as ruler of the Fatimid Caliphate (until 1021). Revolt of Tyre: The citizens of Tyre (modern Lebanon) revolt against the Fatimid Caliphate. Al-Hakim bi-Amr Allah sends a expeditionary army and navy to blockade the city by land and sea.[2] China[edit] The Niujie Mosque is constructed in Beijing during the Liao Dynasty. The first mosque is built under supervision of the Muslim architect Nazaruddin. By topic[edit] Religion[edit] April 1 – Pope John XV dies of fever after an 11-year reign. Meeting a Roman embassy at Ravenna, Otto appoints his cousin Bruno of Carinthia (a grandson of the late Emperor Otto I), who duly ascends as Gregory V. He becomes the 138th pope – and the first German pope of the Catholic Church. Births[edit] July 29 – Fujiwara no Norimichi, Japanese nobleman (d. 1075) Drogo of Mantes, count of Valois and the Vexin (d. 1035) Elvira Menéndez, queen consort of León (approximate date) Oda of Meissen, queen consort of Poland (approximate date) Deaths[edit] March 12 – Odo I, Count of Blois (Eudes), French nobleman April 1 – John XV, pope of the Catholic Church October 14 – Al-Aziz Billah, Fatimid caliph (b. 955) October 24 – Hugh I Capet, king of France (b. 941) November 20 – Richard I, duke of Normandy (b. 932) Abu Talib al-Makki, Shafi'i jurist and hadith scholar Li Fang, Chinese scholar and encyclopedist (b. 925) Gilla Pátraic mac Donnchada, king of Osraige (Ireland) Herman I, Count Palatine of Lotharingia (the Slender), German nobleman (b. 945) Ibn Abi Zayd, Muslim imam and scholar (b. 922) Ki no Tokibumi, Japanese waka poet (b. 922) Strachkvas, Bohemian prince and chronicler Takashina no Takako, Japanese female poet References[edit] ^ François Neveux, A Brief History of the Normans (Constable and Robinson, 2008) p. 74. ^ Gil, Moshe (1997). A History of Palestine, 634–1099, pp. 369–370. Cambridge: Cambridge University Press. ISBN 0-521-59984-9.",Otto III is crowned Holy Roman Emperor.,"Medieval illustration of a king sitting on a throne under a canopy, holding a scepter and a globe with a cross. The king wears a crown and elaborate robes. Four attendants stand around him, all dressed in period clothing. The background features decorative elements, including ornate columns.","Medieval illustration depicting a regal figure seated on a throne, holding a scepter and an orb. The figure is surrounded by attendants and advisers, with a decorated canopy above. The style is characteristic of medieval manuscript art, with detailed clothing patterns and vibrant colors.","A medieval illuminated manuscript depicting a regal figure seated on a throne, holding a scepter and a globe with a cross, surrounded by attendants. The throne is beneath a canopy with ornate pillars.","Medieval illustration depicting a regal figure on a throne, holding a scepter and an orb, surrounded by attendants."
Dentyl_pH_logo.png,logo_symbol,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Dentyl_pH_logo.png/640px-Dentyl_pH_logo.png,Dentyl_pH,"Dentyl Dual Action, previously known as Dentyl Active, and originally as Dentyl pH, is a brand of mouthwash, an oral hygiene product designed to reduce the presence of bacteria responsible for tooth decay, gingivitis and halitosis. Traditional mouthwash formulations typically use alcohol or other antimicrobial ingredients to kill bacteria.",Logo,"Logo for Dentyl Dual Action. The word ""Dentyl"" is in bold, dark blue letters, with ""Dual Action"" written underneath in smaller blue capital letters. The background is white.","Alt-text: The Dentyl Dual Action logo, featuring bold blue lettering of the brand name ""Dentyl"" with the words ""Dual Action"" in smaller blue letters underneath.","Logo featuring the words ""Dentyl DUAL ACTION"" in bold blue text.","Logo of Dentyl Dual Action with ""Dentyl"" in bold blue letters above ""DUAL ACTION"" in smaller blue text."
WJLP_3_logo.jpg,logo_symbol,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/WJLP_3_logo.jpg/640px-WJLP_3_logo.jpg,WJLP,"At approximately midnight on November 11, 2014, WJLP ran a video message from Lee Leddy, Group Station Manager for PMCM TV, LLC and the owner and licensee of WJLP, that explained the situation and what he called ""erroneous complaints"" to the FCC by CBS, Ion, and Meredith.[18][non-primary source needed][19][20] Channel 3 then signed off the air. WZME resumed its place as the sole MeTV outlet for the New York area.","Final WJLP logo indicating virtual channel 3.10, 2015","Logo featuring a large gold number ""3"" on the left. To the right, inside a gold rectangle, are the bold black letters ""WJLP."" Below, in silver text, it says ""NEW JERSEY NEW YORK.""","Alt-text: Logo of WJLP featuring the number ""3"" in large gold lettering on the left, with the letters ""WJLP"" in black text on a gold background to the right. Below, the words ""NEW JERSEY"" and ""NEW YORK"" appear in gold on a white background.","Logo with large gold number ""3,"" black letters ""WJLP"" on a gold rectangle, and text ""NEW JERSEY NEW YORK"" below.","Logo with large number ""3"" in gold, followed by ""WJLP"" in black on a gold background, and below, ""NEW JERSEY NEW YORK"" in black."
Russian_Ecclesiastical_Mission_in_Jerusalem.jpg,architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Russian_Ecclesiastical_Mission_in_Jerusalem.jpg/640px-Russian_Ecclesiastical_Mission_in_Jerusalem.jpg,Russian_Orthodox_Ecclesiastical_Mission_in_Jerusalem,"It wasn't until 1857 that the Mission returned, this time with the official recognition of the Ottoman Turkish government. The Mission resumed its previous work of organizing pilgrimages from Russia to Palestine and also began sponsoring charitable and educational work amongst the Orthodox Christian Arabs forming the majority of the membership of the Orthodox Church of Jerusalem.",Russian Compound and the Holy Trinity Cathedral,"Black and white photograph of a large historical building with ornate architecture. The structure features domed rooftops and arched windows, surrounded by greenery. There is an open area in front, with trees and bushes in the foreground. The sky is clear, adding to the sense of openness in the setting.","Alt-text: A historic black and white photograph of the Russian Orthodox Ecclesiastical Mission in Jerusalem. The image shows a large building complex with distinct Orthodox architectural features, including domes and cross-topped towers. The surrounding area is partially landscaped with trees and open land. The architecture reflects the style typical of Orthodox religious buildings.","A black-and-white historical photograph of a large building complex with multiple domes and arches, surrounded by trees and open land in the foreground.","Historic black and white photograph of the Russian Orthodox Ecclesiastical Mission complex in Jerusalem, featuring church domes and a large building surrounded by trees and open land."
Dowling_023.jpg,architecture_landscape,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Dowling_023.jpg/640px-Dowling_023.jpg,"Her_Majesty's_Gaol_and_Labour_Prison,_Alice_Springs","The corridor of the main cell block, c 1938 Aboriginal family outside the Stuart Terrace gaol, Alice Springs in 1957 or 1958","The main cell block, c 1938","Black and white photo of Camp Barkeley, featuring a series of flat-roofed buildings and a tall water tower. The landscape is barren with sparse vegetation, and the sky appears overcast.","Alt-text: A black and white historical photograph of Her Majesty's Gaol and Labour Prison in Alice Springs. The image shows a single-story building with a pitched roof and small, rectangular windows. To the right of the building is a large water tower on a metal frame. The foreground is barren, with sparse vegetation. The sky is overcast.",Black and white photograph of a building complex with flat roofs and a large elevated water tower on the right. Sparse vegetation is visible in the foreground.,"A black and white photograph of a prison building with a large water tower at Stuart Terrace, Alice Springs. Sparse vegetation can be seen in the foreground."
"Philadelphia_Flyers_at_Seattle_Kraken_-_December_29,_2023_-_Owen_Tippett_and_Jared_McCann_(53432143733).jpg",sports_action,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Philadelphia_Flyers_at_Seattle_Kraken_-_December_29%2C_2023_-_Owen_Tippett_and_Jared_McCann_%2853432143733%29.jpg/640px-Philadelphia_Flyers_at_Seattle_Kraken_-_December_29%2C_2023_-_Owen_Tippett_and_Jared_McCann_%2853432143733%29.jpg,Owen_Tippett,"Florida Panthers (2017–2022)[edit] Prior to the 2017 NHL Entry Draft, Tippett was considered a top prospect. Considerable praise were given to his skating and shooting ability, with scouts considering him the best pure goal scorer in the draft.[4] Tippett was selected 10th overall in the NHL 2017 Entry Draft by the Florida Panthers. On July 19, 2017, he agreed to a three-year, entry-level contract with the Panthers.[5]",Tippett makes a play on the puck with Jared McCann of the Seattle Kraken watching in 2023.,"Ice hockey players in action on the rink. A player in a white and orange jersey is moving with the puck, closely followed by a player in a dark jersey. Spectators and other players are visible in the background.","Alt-text: A hockey player wearing a white and orange jersey with the number 74 is moving across the ice, closely pursued by another player in a dark jersey with the number 29. The scene takes place during a game, with other players and a referee visible in the background.","Two ice hockey players in action during a game, one in a white and orange jersey and the other in a black and teal jersey, with focus and determination. Spectators and other players are visible in the background.","A hockey player wearing a white and orange jersey with the number 74 skates during a game, closely followed by a player in a dark jersey with the number 19."
